Morph-lemma,Morph-inflection,Occurrence
鼓舞,鼓舞,1
張り上げる,張り上げ,1
に従い,に従い,1
葬る,葬る,1
霞む,霞む,1
蹂躙,蹂躙,1
壊れる,壊れる,1
余波,余波,1
抉る,抉ら,1
地形,地形,1
静まる,静まっ,1
破れる,破れ,1
成果,成果,1
見合わせる,見合わせる,1
緩慢,緩慢,1
シン,シン,1
まり,まり,1
阻む,阻ま,1
震わす,震わす,1
潰す,潰す,1
言い終わる,言い終わる,1
張り上げる,張り上げる,1
正気,正気,1
座り込む,座り込ん,1
持つ,持ち,1
弄ぶ,弄ぶ,1
遊ぶ,遊ぶ,1
いくらでも,いくらでも,1
擦り付ける,擦り付け,1
詫びる,詫び,1
擦る,擦り,1
詫びる,詫びる,1
煙,煙,1
すかさず,すかさず,1
無防備,無防備,1
巨体,巨体,1
強固,強固,1
揺るがす,揺るがし,1
ピン,ピン,1
ボール,ボール,1
体液,体液,1
連想,連想,1
半信半疑,半信半疑,1
何とも,何とも,1
幕,幕,1
引き,引き,1
消滅,消滅,1
毟る,毟っ,1
鳴く,鳴い,1
納まる,納まっ,1
人間らしい,人間らしい,1
皮膚,皮膚,1
突き破る,突き破り,1
嵐,嵐,1
薙ぎ払う,薙ぎ払う,1
紙一重,紙一重,1
舞う,舞う,1
花弁,花弁,1
ひらひら,ひらひら,1
舞う,舞い,1
刺す,刺す,1
こびり付く,こびり付い,1
経つ,経つ,1
倒す,倒さ,1
意見,意見,1
煌めく,煌めく,1
こびり付く,こびり付き,1
回り,回り,1
癒す,癒し,1
混ざる,混ざっ,1
俊敏,俊敏,1
呻く,呻く,1
痛々しい,痛々しい,1
隠し持つ,隠し持っ,1
ド,ド,1
貫く,貫こ,1
理性,理性,1
最愛,最愛,1
パパ,パパ,1
抱き起こす,抱き起こす,1
跪く,跪き,1
預ける,預ける,1
はう,はわ,1
一旦,一旦,1
救う,救う,1
憶測,憶測,1
葉,葉,1
断言,断言,1
防御,防御,1
類,類,1
主流,主流,1
パーフェクト,パーフェクト,1
最中,最中,1
逮捕,逮捕,1
見所,見所,1
不法,不法,1
だし,だし,1
信憑,信憑,1
疑う,疑わ,1
デマ,デマ,1
暴れる,暴れ,1
出し抜く,出し抜か,1
中傷,中傷,1
暗い,暗かっ,1
年頃,年頃,1
振るう,振るっ,1
待合室,待合室,1
微笑む,微笑み,1
翌日,翌日,1
よる,よれ,1
手駒,手駒,1
悪夢,悪夢,1
名目,名目,1
接収,接収,1
追い出す,追い出さ,1
仮宿,仮宿,1
敗訴,敗訴,1
一蓮托生,一蓮托生,1
絆,絆,1
裁判官,裁判官,1
流れ込む,流れ込ん,1
残酷,残酷,1
媚びる,媚びる,1
甘ったるい,甘ったるい,1
渾身,渾身,1
押さえる,押さえる,1
怨嗟,怨嗟,1
冷酷,冷酷,1
滴る,滴っ,1
着ける,着け,1
断末魔,断末魔,1
捻る,捻っ,1
ねじ込む,ねじ込む,1
引き抜く,引き抜い,1
ねじ込む,ねじ込ん,1
ジョーカー,ジョーカー,1
糧,糧,1
誇示,誇示,1
誉,誉,1
観,観,1
兄さん,兄さん,1
埋葬,埋葬,1
漁り,漁り,1
飛びつく,飛びつい,1
咳き込む,咳き込み,1
眩しい,眩しく,1
朝露,朝露,1
汲む,汲も,1
戻る,戻ろ,1
家事,家事,1
口答え,口答え,1
バウンド,バウンド,1
生む,生ん,1
ナンバー,ナンバー,1
気安い,気安く,1
ぶっ殺す,ぶっ殺す,1
嘲笑う,嘲笑い,1
語尾,語尾,1
辛い,辛く,1
酷い,酷く,1
女の子,女の子,1
内緒,内緒,1
傷つく,傷つく,1
誇らしげ,誇らしげ,1
涙声,涙声,1
恵む,恵ん,1
抱き着く,抱き着い,1
暮らせる,暮らせる,1
小さい,小さかっ,1
肋骨,肋骨,1
浮き出る,浮き出,1
焦る,焦ら,1
汲む,汲み,1
らっしゃる,らっしゃい,1
墨,墨,1
見通す,見通す,1
鋭い,鋭かっ,1
通例,通例,1
怖い,怖かっ,1
集落,集落,1
通う,通っ,1
やり過ごす,やり過ごし,1
かくれんぼ,かくれんぼ,1
見つける,見つける,1
通用,通用,1
選別,選別,1
凝らす,凝らせ,1
見通せる,見通せる,1
鳴らす,鳴らせ,1
すます,すませ,1
風下,風下,1
臭,臭,1
違う,違わ,1
夜明け,夜明け,1
濡らす,濡らし,1
弱い,弱く,1
恐い,恐かっ,1
捌ける,捌け,1
上手,上手,1
下さる,下さっ,1
柱,柱,1
支え,支え,1
捌く,捌い,1
あいにく,あいにく,1
物覚え,物覚え,1
冷やす,冷やし,1
手順,手順,1
傷つける,傷つける,1
腸,腸,1
膀胱,膀胱,1
傷つける,傷つけれ,1
傷める,傷め,1
研ぎ澄ます,研ぎ澄まさ,1
ずらす,ずらす,1
うっする,うっせ,1
面す,面し,1
ってか,ってか,1
家長,家長,1
届ける,届ける,1
引き上げる,引き上げ,1
没収,没収,1
分け合う,分け合っ,1
取り返す,取り返そ,1
股,股,1
持ち去る,持ち去ろ,1
てか,てか,1
喋る,喋り,1
馬鹿,馬鹿,1
幸運,幸運,1
後戻り,後戻り,1
気味が悪い,気味が悪い,1
青空,青空,1
痛む,痛ま,1
仲良い,仲良くっ,1
狩る,狩れ,1
目立つ,目立た,1
教わる,教わり,1
捌く,捌き,1
本能,本能,1
臥す,臥せ,1
枯れ枝,枯れ枝,1
かすれる,かすれ,1
産む,産ん,1
治る,治ら,1
過ごす,過ごし,1
浅い,浅く,1
晩,晩,1
翌朝,翌朝,1
墓,墓,1
行く手,行く手,1
晴れやか,晴れやか,1
笑う,笑わ,1
悲しむ,悲しま,1
おおう,おおお,1
素足,素足,1
大理石,大理石,1
既,既,1
化学,化学,1
繊維,繊維,1
海外,海外,1
点在,点在,1
該当,該当,1
早急,早急,1
はじまる,はじまり,1
粗末,粗末,1
造作,造作,1
制圧,制圧,1
善意,善意,1
硬い,硬い,1
エネルギー,エネルギー,1
活用,活用,1
止まる,止まら,1
片言,片言,1
ミノル,ミノル,1
見知る,見知っ,1
喋れる,喋れ,1
偽名,偽名,1
メシア,メシア,1
連れ出す,連れ出さ,1
科学,科学,1
アンバランス,アンバランス,1
種族,種族,1
高い,高,1
見学,見学,1
凄まじい,凄まじ,1
質問,質問,1
隻眼,隻眼,1
純白,純白,1
愛らしい,愛らしい,1
微笑ましい,微笑ましかっ,1
看板,看板,1
塗る,塗る,1
張る,張ら,1
躓く,躓い,1
振り払う,振り払わ,1
褐色,褐色,1
新人,新人,1
随一,随一,1
反骨,反骨,1
おっしゃる,おっしゃる,1
向かい合う,向かい合っ,1
くたびれる,くたびれ,1
跳ねる,跳ね,1
体格,体格,1
未知,未知,1
侮る,侮っ,1
幼い,幼,1
見守る,見守っ,1
逃げ出す,逃げ出す,1
やってくる,やってくる,1
不機嫌,不機嫌,1
薙ぎ払う,薙ぎ払わ,1
軋む,軋み,1
押し切る,押し切ら,1
向き合う,向き合っ,1
整える,整える,1
扱う,扱う,1
見透かす,見透かす,1
会う,会う,1
気合,気合,1
重なる,重なり,1
掠める,掠める,1
誘う,誘っ,1
鈍る,鈍っ,1
減点,減点,1
直す,直し,1
持ち込む,持ち込ん,1
変異,変異,1
カサカサ,カサカサ,1
駆け寄る,駆け寄ろ,1
こら,こら,1
なり,なり,1
予算,予算,1
屈す,屈し,1
奇襲,奇襲,1
読む,読ま,1
鈍る,鈍り,1
寝顔,寝顔,1
上回る,上回っ,1
確実,確実,1
うなされる,うなされ,1
環境,環境,1
綻ぶ,綻ん,1
寝ぼける,寝ぼけ,1
天使,天使,1
寄る,寄る,1
把握,把握,1
振り払う,振り払っ,1
行為,行為,1
タブー,タブー,1
泣く,泣か,1
流れ落ちる,流れ落ちる,1
嗚咽,嗚咽,1
悟る,悟っ,1
握り,握り,1
帰,帰,1
反抗,反抗,1
後々,後々,1
一員,一員,1
懐かしい,懐かしく,1
鼓動,鼓動,1
悟る,悟ら,1
延長,延長,1
石造り,石造り,1
石積み,石積み,1
アーチ,アーチ,1
現代,現代,1
かれる,かれ,1
推す,推し,1
覗く,覗く,1
大判,大判,1
タイル,タイル,1
手洗い,手洗い,1
水洗,水洗,1
水洗トイレ,水洗トイレ,1
疑念,疑念,1
深まる,深まっ,1
直前,直前,1
いづ,いで,1
断定,断定,1
吹き抜け,吹き抜け,1
閑散,閑散,1
座れる,座れる,1
お腹,お腹,1
すく,すい,1
座る,座ら,1
細やか,細やか,1
施す,施さ,1
デザイナー,デザイナー,1
彫る,彫ら,1
大枠,大枠,1
名作,名作,1
仕入れる,仕入れ,1
道具,道具,1
似る,似る,1
並べる,並べ,1
味噌,味噌,1
短期間,短期間,1
これら,これら,1
調味,調味,1
味噌汁,味噌汁,1
カツオ,カツオ,1
出汁,出汁,1
効く,効い,1
上品,上品,1
味わい,味わい,1
箸,箸,1
済ませる,済ませる,1
単語,単語,1
潜る,潜っ,1
身柄,身柄,1
日頃,日頃,1
字,字,1
たらたら,たらたら,1
偽造,偽造,1
吊り上げる,吊り上げ,1
吊る,吊り,1
生成,生成,1
有用,有用,1
面積,面積,1
に対し,に対し,1
全面,全面,1
強度,強度,1
得る,得よ,1
着ける,着ける,1
流麗,流麗,1
敬う,敬わ,1
等しい,等しい,1
迎撃,迎撃,1
かけ離れる,かけ離れ,1
極める,極め,1
並列,並列,1
常軌,常軌,1
逸す,逸し,1
互角,互角,1
傷つける,傷つけ,1
奥の手,奥の手,1
続々,続々,1
曇らせる,曇らせ,1
誠心,誠心,1
湖,湖,1
疎通,疎通,1
性格,性格,1
虐める,虐める,1
告ぐ,告ぐ,1
さも,さも,1
言い放つ,言い放っ,1
乱れる,乱れ,1
半裸,半裸,1
使用,使用,1
書置き,書置き,1
激高,激高,1
狭い,狭し,1
攫う,攫わ,1
もがく,もがい,1
性能,性能,1
薄暗い,薄暗,1
耐性,耐性,1
ぞっと,ぞっと,1
データ,データ,1
脈拍,脈拍,1
触る,触り,1
投与,投与,1
あーあ,あーあ,1
流暢,流暢,1
段,段,1
好奇,好奇,1
具体,具体,1
聞き出す,聞き出し,1
ノイズ,ノイズ,1
棺,棺,1
パイプ,パイプ,1
コード,コード,1
巻き付く,巻き付き,1
吐き出す,吐き出し,1
余す,余す,1
乗り越える,乗り越え,1
教授,教授,1
干渉,干渉,1
もしくは,もしくは,1
治癒,治癒,1
爺,爺,1
シェリー,シェリー,1
ネット,ネット,1
修得,修得,1
捕まる,捕まっ,1
機械,機械,1
騙す,騙し,1
押し込む,押し込む,1
毒,毒,1
間違える,間違える,1
トラック,トラック,1
偽装,偽装,1
友人,友人,1
切り離す,切り離さ,1
見ず知らず,見ず知らず,1
強いる,強い,1
はま,はま,1
ドロドロ,ドロドロ,1
粘液,粘液,1
絡み付く,絡み付き,1
異臭,異臭,1
摘出,摘出,1
使い道,使い道,1
倉庫,倉庫,1
スイッチ,スイッチ,1
頭脳,頭脳,1
睨む,睨み,1
くらえる,くらえ,1
脱ぐ,脱ぐ,1
ピカ,ピカ,1
答える,答えよ,1
昏倒,昏倒,1
削減,削減,1
強い,強かっ,1
美しい,美しかっ,1
助け出す,助け出さ,1
教科書,教科書,1
手渡す,手渡さ,1
タイトル,タイトル,1
実践,実践,1
立ち直り,立ち直り,1
そびえる,そびえ,1
秋,秋,1
紅葉,紅葉,1
暖かい,暖かい,1
満たす,満たさ,1
ツーバイフォー,ツーバイフォー,1
手伝う,手伝い,1
仕上げ,仕上げ,1
質素,質素,1
へたくそ,へたくそ,1
夜中,夜中,1
山菜,山菜,1
採り,採り,1
パン,パン,1
いろんな,いろんな,1
言い出す,言い出し,1
のぼる,のぼる,1
平面,平面,1
球,球,1
正しい,正しかっ,1
引き出す,引き出す,1
温める,温める,1
生む,生む,1
ピストン,ピストン,1
運動,運動,1
タービン,タービン,1
取り掛かる,取り掛かる,1
鍛える,鍛える,1
飛躍,飛躍,1
向上,向上,1
英才,英才,1
同年代,同年代,1
昇る,昇る,1
ぼく,ぼく,1
仲間,仲間,1
人見知り,人見知り,1
怖がる,怖がっ,1
社交,社交,1
境遇,境遇,1
打ち解ける,打ち解け,1
寂しい,寂しかっ,1
にぎやか,にぎやか,1
増築,増築,1
温か,温か,1
早め,早め,1
切り上げる,切り上げ,1
べそ,べそ,1
ぐする,ぐす,1
覆い,覆い,1
かぶさる,かぶさる,1
乗る,乗る,1
引き離す,引き離す,1
犬猿,犬猿,1
救い,救い,1
知,知,1
経済,経済,1
創造,創造,1
スケール,スケール,1
智慮,智慮,1
吹く,吹か,1
弱々しい,弱々しかっ,1
惜しむ,惜しん,1
励む,励ん,1
話し合う,話し合う,1
多い,多く,1
勝ち気,勝ち気,1
見合う,見合う,1
馴染む,馴染ん,1
少なめ,少なめ,1
取り持つ,取り持っ,1
突拍子,突拍子,1
発明,発明,1
かけっこ,かけっこ,1
かけがえ,かけがえ,1
がむしゃら,がむしゃら,1
語り合う,語り合っ,1
吸い込む,吸い込ん,1
約,約,1
絶賛,絶賛,1
仕上がる,仕上がっ,1
つり,つり,1
リリース,リリース,1
はるか,はるか,1
反響,反響,1
ファン,ファン,1
熱量,熱量,1
幼少,幼少,1
補完,補完,1
盛りだくさん,盛りだくさん,1
シリーズ,シリーズ,1
累計,累計,1
部数,部数,1
部,部,1
謝辞,謝辞,1
